,Y
11568,5301.41
11569,5022.3
11570,5300.0
11571,5049.08
11572,5199.1
11573,5039.99
11574,5222.7
11575,5055.2
11576,5218.0
11577,5056.25
11578,5216.91
11579,5083.9
11580,5202.61
11581,5073.0
11582,5202.33
11583,5054.3
11584,5074.2
11585,5028.03
11586,5080.1
11587,5046.72
11588,5048.62
11589,5040.12
11590,5310.83
11591,5022.3
11592,4961.94
11593,5069.11
11594,5002.79
11595,5084.31
11596,5024.42
11597,5070.91
11598,5031.12
11599,5083.04
11600,5025.11
11601,5071.66
11602,5026.91
11603,5063.84
11604,5037.51
11605,5056.52
11606,5024.15
11607,5041.87
11608,5032.63
11609,5064.63
11610,5077.07
11611,5081.5
11612,5076.63
11613,5078.19
11614,5024.25
11615,5089.78
11616,5077.29
11617,5079.27
11618,5105.25
11619,5100.61
11620,5110.4
11621,5089.01
11622,5114.87
11623,5083.12
11624,5112.93
11625,5098.62
11626,5110.76
11627,5091.01
11628,5093.38
11629,5079.01
11630,5084.87
11631,5085.59
11632,5077.56
11633,5076.22
11634,5051.13
11635,5067.2
11636,5067.03
11637,5066.22
11638,5062.6
11639,5081.38
11640,5072.95
11641,5075.39
11642,5054.0
11643,5077.01
11644,5054.59
11645,5080.0
11646,5058.1
11647,5078.29
11648,5047.42
11649,5093.4
11650,5035.32
11651,5110.0
11652,5062.85
11653,5088.58
11654,5060.54
11655,5090.72
11656,5072.65
11657,5105.0
11658,5070.01
11659,5160.88
11660,5066.57
11661,5164.27
11662,5076.99
11663,5070.01
11664,5166.1
11665,5145.45
11666,5168.37
11667,5155.05
11668,5160.83
11669,5159.03
11670,5183.61
11671,5132.45
11672,5166.45
11673,5059.94
11674,5163.15
11675,5049.9
11676,5161.54
11677,5014.75
11678,5156.66
11679,5021.23
11680,5161.31
11681,5023.6
11682,5140.61
11683,5042.03
11684,5134.01
11685,5029.99
11686,5154.45
11687,5147.68
11688,5051.52
11689,5040.0
11690,5039.13
11691,5054.63
11692,5052.0
11693,5083.07
11694,5058.01
11695,5083.0
11696,5074.17
11697,5208.37
11698,5063.95
11699,5183.58
11700,5073.71
11701,5193.11
11702,5072.41
11703,5185.59
11704,5080.11
11705,5202.16
11706,5058.49
11707,5197.21
11708,5069.99
11709,5202.9
11710,5049.2
11711,5033.98
11712,5221.81
11713,5213.0
11714,5222.29
11715,5212.65
11716,5229.05
11717,5206.37
11718,5237.1
11719,5212.55
11720,5224.23
11721,5226.78
11722,5211.61
11723,5224.02
11724,5214.42
11725,5234.46
11726,5201.84
11727,5216.36
11728,5212.56
11729,5233.64
11730,5227.02
11731,5220.58
11732,5250.0
11733,5227.0
11734,5225.67
11735,5191.33
11736,5269.23
11737,5265.01
11738,5264.13
11739,5250.44
11740,5274.07
11741,5253.22
11742,5277.88
11743,5259.29
11744,5262.73
11745,5264.61
11746,5269.2
11747,5271.99
11748,5264.86
11749,5290.81
11750,5245.94
11751,5309.18
11752,5250.5
11753,5296.81
11754,5242.65
11755,5284.75
11756,5237.06
11757,5281.81
11758,5230.52
11759,5252.14
11760,5221.32
11761,5251.01
11762,5220.0
11763,5246.66
11764,5232.76
11765,5283.59
11766,5241.81
11767,5280.02
11768,5232.01
11769,5278.27
11770,5240.51
11771,5298.8
11772,5249.93
11773,5298.38
11774,5263.49
11775,5271.12
11776,5256.69
11777,5271.67
11778,5257.09
11779,5282.0
11780,5257.48
11781,5290.37
11782,5272.37
11783,5248.98
11784,5312.26
11785,5320.0
11786,5300.65
11787,5312.06
11788,5305.82
11789,5317.25
11790,5325.0
11791,5329.07
11792,5327.84
11793,5307.04
11794,5324.02
11795,5314.76
11796,5331.14
11797,5323.62
11798,5320.02
11799,5318.99
11800,5319.57
11801,5271.94
11802,5314.71
11803,5296.28
11804,5308.78
11805,5319.89
11806,5289.34
11807,5319.34
11808,5327.27
11809,5270.38
11810,5335.99
11811,5271.62
11812,5336.01
11813,5282.55
11814,5331.77
11815,5270.83
11816,5314.16
11817,5264.8
11818,5325.18
11819,5235.0
11820,5315.69
11821,5259.64
11822,5307.57
11823,5236.83
11824,5254.85
11825,5273.73
11826,5264.11
11827,5295.23
11828,5262.52
11829,5297.64
11830,5330.01
11831,5250.73
11832,5268.07
11833,5296.07
11834,5266.51
11835,5317.01
11836,5260.0
11837,5309.98
11838,5274.99
11839,5306.76
11840,5276.13
11841,5369.99
11842,5288.44
11843,5412.23
11844,5281.88
11845,5386.9
11846,5288.76
11847,5365.0
11848,5302.81
11849,5384.93
11850,5313.33
11851,5400.01
11852,5309.09
11853,5387.6
11854,5290.32
11855,5307.77
11856,5387.9
11857,5573.92
11858,5404.19
11859,5581.11
11860,5430.17
11861,5566.36
11862,5517.22
11863,5574.08
11864,5537.5
11865,5583.91
11866,5536.53
11867,5603.92
11868,5541.64
11869,5587.56
11870,5546.05
11871,5579.94
11872,5537.15
11873,5570.02
11874,5550.49
11875,5560.33
11876,5558.61
11877,5532.75
11878,5381.69
11879,5566.54
11880,5547.0
11881,5443.47
11882,5559.99
11883,5462.6
11884,5574.0
11885,5462.96
11886,5595.39
11887,5438.01
11888,5608.6
11889,5411.38
11890,5592.01
11891,5404.01
11892,5467.13
11893,5430.03
11894,5480.46
11895,5439.99
11896,5462.79
11897,5436.26
11898,5417.85
11899,5443.85
11900,5432.98
11901,5441.9
11902,5540.41
11903,5458.35
11904,5456.32
11905,5457.86
11906,5427.98
11907,5449.69
11908,5438.33
11909,5456.28
11910,5425.19
11911,5479.28
11912,5429.25
11913,5494.09
11914,5407.02
11915,5498.93
11916,5430.49
11917,5488.42
11918,5427.4
11919,5495.0
11920,5423.04
11921,5388.97
11922,5457.83
11923,5131.52
11924,5467.2
11925,5134.81
11926,5454.8
11927,5459.31
11928,5144.23
11929,5166.53
11930,5222.73
11931,5162.77
11932,5203.0
11933,5138.54
11934,5176.42
11935,5102.61
11936,5193.91
11937,5096.49
11938,5176.46
11939,5074.21
11940,5163.47
11941,5077.68
11942,5176.43
11943,5097.3
11944,5172.1
11945,5122.9
11946,5159.9
11947,5148.38
11948,5158.63
11949,5159.51
11950,5115.95
11951,5175.06
11952,5150.16
11953,5155.26
11954,5147.92
11955,5166.82
11956,5141.67
11957,5151.17
11958,5139.0
11959,5165.11
11960,5151.16
11961,5175.49
11962,5162.75
11963,5171.49
11964,5173.28
11965,5205.3
11966,5155.98
11967,5203.24
11968,5149.0
11969,5204.98
11970,5156.82
11971,5200.0
11972,5157.2
11973,5170.6
11974,5151.0
11975,5148.01
11976,5182.22
11977,5160.06
11978,5158.99
11979,5161.85
11980,5175.12
11981,5193.98
11982,5166.1
11983,5182.27
11984,5173.99
11985,5175.45
11986,5171.16
11987,5165.09
11988,5178.87
11989,5143.28
11990,5179.01
11991,5126.24
11992,5177.1
11993,5135.85
11994,5197.2
11995,5155.65
11996,5208.18
11997,5155.0
11998,5182.49
11999,5191.82
12000,5176.34
12001,5139.31
12002,5176.0
12003,5156.06
12004,5178.27
12005,5140.32
12006,5187.5
12007,5155.41
12008,5180.08
12009,5150.94
12010,5179.73
12011,5154.17
12012,5163.43
12013,5153.32
12014,5165.01
12015,5131.33
12016,5160.51
12017,5132.1
12018,5144.56
12019,5122.15
12020,5152.01
12021,5148.25
12022,5173.52
12023,5128.01
12024,5159.93
12025,5255.52
12026,5156.27
12027,5260.0
12028,5144.74
12029,5258.33
12030,5132.01
12031,5245.64
12032,5140.0
12033,5231.79
12034,5140.28
12035,5249.99
12036,5147.32
12037,5235.71
12038,5155.81
12039,5236.13
12040,5151.82
12041,5258.99
12042,5183.49
12043,5284.73
12044,5212.01
12045,5270.69
12046,5149.99
12047,5212.01
12048,5303.57
12049,5288.98
12050,5326.2
12051,5282.47
12052,5315.59
12053,5296.47
12054,5310.5
12055,5289.55
12056,5318.01
12057,5352.82
12058,5320.0
12059,5309.99
12060,5309.3
12061,5304.03
12062,5292.35
12063,5308.0
12064,5300.6
12065,5297.87
12066,5304.82
12067,5299.52
12068,5313.03
12069,5321.15
12070,5299.95
12071,5292.47
12072,5316.12
12073,5372.66
12074,5324.53
12075,5380.0
12076,5330.67
12077,5405.56
12078,5319.99
12079,5378.02
12080,5325.09
12081,5392.45
12082,5328.81
12083,5387.89
12084,5341.68
12085,5400.42
12086,5375.0
12087,5408.0
12088,5350.18
12089,5404.04
12090,5357.78
12091,5398.44
12092,5365.35
12093,5390.01
12094,5322.1
12095,5365.86
12096,5427.16
12097,5738.74
12098,5467.52
12099,5723.98
12100,5462.63
12101,5711.27
12102,5481.91
12103,5690.98
12104,5490.8
12105,5666.02
12106,5518.69
12107,5690.92
12108,5587.12
12109,5671.98
12110,5674.28
12111,5689.78
12112,5782.46
12113,5694.0
12114,5676.99
12115,5680.0
12116,5699.99
12117,5657.4
12118,5409.0
12119,5712.32
12120,5793.17
12121,5570.55
12122,5765.0
12123,5575.01
12124,5742.95
12125,5551.3
12126,5705.01
12127,5580.01
12128,5705.0
12129,5591.42
12130,5730.0
12131,5591.2
12132,5739.09
12133,5606.4
12134,5733.38
12135,5689.5
12136,5711.08
12137,5786.0
12138,5716.05
12139,5820.0
12140,5725.71
12141,5770.01
12142,5735.16
12143,5708.05
12144,5735.77
12145,5731.18
12146,5735.99
12147,5721.98
12148,5755.01
12149,5711.41
12150,5720.02
12151,5701.5
12152,5746.5
12153,5672.15
12154,5738.32
12155,5714.58
12156,5705.44
12157,5705.75
12158,5715.72
12159,5771.36
12160,5698.49
12161,5744.93
12162,5738.86
12163,5706.99
12164,5708.73
12165,5715.86
12166,5750.65
12167,5735.97
12168,5615.7
12169,5637.14
12170,5621.01
12171,5650.94
12172,5627.37
12173,5658.87
12174,5658.11
12175,5702.79
12176,5647.88
12177,5698.93
12178,5618.63
12179,5739.96
12180,5581.59
12181,5739.32
12182,5594.4
12183,5692.19
12184,5628.33
12185,5692.67
12186,5616.5
12187,5706.51
12188,5637.69
12189,5687.9
12190,5666.32
12191,5612.1
12192,5749.83
12193,5950.29
12194,5924.21
12195,5832.73
12196,5889.45
12197,5867.41
12198,5886.74
12199,5898.57
12200,5883.98
12201,5893.1
12202,5887.18
12203,5876.55
12204,5877.56
12205,5847.0
12206,5869.89
12207,5845.01
12208,5910.19
12209,5887.0
12210,5895.88
12211,5891.6
12212,5890.21
12213,5748.45
12214,5745.01
12215,5909.99
12216,5789.97
12217,5859.03
12218,5787.26
12219,5861.07
12220,5780.0
12221,5892.46
12222,5812.72
12223,5870.34
12224,5799.55
12225,5880.26
12226,5826.25
12227,5885.59
12228,5819.07
12229,5902.71
12230,5801.8
12231,5902.7
12232,5808.22
12233,5896.99
12234,5834.62
12235,5935.46
12236,5847.52
12237,5948.41
12238,5771.5
12239,5851.89
12240,6051.22
12241,6010.01
12242,6043.07
12243,5999.99
12244,6032.91
12245,5998.94
12246,6063.37
12247,6052.99
12248,6047.41
12249,6058.65
12250,6065.03
12251,6049.23
12252,6058.52
12253,6066.81
12254,6048.72
12255,6082.94
12256,6054.76
12257,6119.85
12258,6048.0
12259,6167.28
12260,6035.23
12261,6153.09
12262,6015.42
12263,5998.76
12264,6178.4
12265,6266.01
12266,6226.33
12267,6253.65
12268,6279.29
12269,6311.21
12270,6298.44
12271,6379.0
12272,6275.09
12273,6409.71
12274,6287.0
12275,6399.99
12276,6320.03
12277,6376.04
12278,6280.25
12279,6293.31
12280,6295.72
12281,6329.87
12282,6272.39
12283,6390.68
12284,6285.0
12285,6343.14
12286,6114.01
12287,6282.03
12288,6484.43
12289,6807.89
12290,6523.66
12291,6789.99
12292,6551.74
12293,6950.0
12294,6696.37
12295,6929.51
12296,6715.0
12297,6976.0
12298,6812.77
12299,6955.42
12300,6799.99
12301,6936.72
12302,6677.41
12303,6969.69
12304,6785.34
12305,7082.01
12306,6830.01
12307,7240.0
12308,6784.99
12309,7219.95
12310,6377.55
12311,6785.11
12312,7189.67
12313,7109.21
12314,7163.67
12315,6955.88
12316,7159.99
12317,6866.82
12318,7197.74
12319,6829.96
12320,7330.0
12321,6926.06
12322,7392.59
12323,7078.01
12324,7527.53
12325,7027.98
12326,7433.75
12327,7174.01
12328,7381.19
12329,7155.0
12330,7267.84
12331,6987.0
12332,7186.03
12333,6979.76
12334,7075.22
12335,7172.95
12336,7029.51
12337,7385.29
12338,7046.91
12339,7516.14
12340,7016.99
12341,7830.0
12342,7081.01
12343,7923.91
12344,7042.57
12345,7821.64
12346,7074.03
12347,7865.52
12348,7024.39
12349,7902.11
12350,7045.64
12351,7868.55
12352,7094.03
12353,8105.85
12354,7103.79
12355,7934.74
12356,7263.54
12357,7824.93
12358,7019.98
12359,7343.04
12360,7986.56
12361,8155.09
12362,7912.99
12363,8058.65
12364,7963.14
12365,7950.56
12366,8017.01
12367,8010.82
12368,7990.08
12369,8061.84
12370,8059.32
12371,7820.0
12372,8325.0
12373,7779.86
12374,7986.74
12375,7722.08
12376,8057.89
12377,7779.54
12378,8065.61
12379,7925.0
12380,8040.27
12381,7990.92
12382,7906.08
12383,8214.99
12384,8016.95
12385,7984.21
12386,8066.43
12387,7947.5
12388,8061.73
12389,8029.12
12390,8003.0
12391,8026.69
12392,8033.92
12393,8117.0
12394,8015.87
12395,8243.25
12396,7912.57
12397,8205.18
12398,7887.01
12399,8174.1
12400,8084.93
12401,8150.91
12402,8058.11
12403,8194.06
12404,7983.51
12405,8203.32
12406,8020.0
12407,7989.34
12408,8324.42
12409,7858.99
12410,8318.62
12411,7955.67
12412,8246.1
12413,8021.67
12414,7971.21
12415,7922.78
12416,7987.97
12417,7918.8
12418,8126.16
12419,7904.51
12420,8000.01
12421,7835.81
12422,7978.68
12423,7668.02
12424,7974.62
12425,7915.52
12426,7849.61
12427,7822.55
12428,7862.64
12429,7878.96
12430,8339.96
12431,7793.87
12432,7810.91
12433,7191.12
12434,7484.69
12435,7145.51
12436,7295.09
12437,7089.94
12438,7229.98
12439,7090.81
12440,7139.28
12441,7044.64
12442,7167.38
12443,7096.09
12444,7286.05
12445,7136.88
12446,7284.45
12447,7107.19
12448,7290.62
12449,7259.33
12450,7219.69
12451,7237.32
12452,7154.89
12453,7363.69
12454,7897.9
12455,7101.6
12456,7276.52
12457,7335.0
12458,7309.74
12459,7356.13
12460,7380.78
12461,7356.2
12462,7419.48
12463,7355.99
12464,7445.07
12465,7299.68
12466,7382.56
12467,7266.1
12468,7335.15
12469,7237.17
12470,7338.66
12471,7298.5
12472,7308.25
12473,7333.3
12474,7290.58
12475,7294.99
12476,7324.61
12477,7262.4
12478,7298.84
12479,7309.99
12480,7604.99
12481,7887.7
12482,7712.93
12483,7967.14
12484,7949.83
12485,7989.99
12486,7989.49
12487,7941.59
12488,7941.92
12489,7992.47
12490,7930.94
12491,7986.27
12492,7968.22
12493,7964.92
12494,7979.51
12495,8025.39
12496,8099.99
12497,8076.41
12498,8085.46
12499,8219.39
12500,8031.64
12501,8200.0
12502,7292.9
12503,7962.91
12504,7983.93
12505,7754.96
12506,7919.99
12507,7821.64
12508,8061.07
12509,7844.95
12510,8038.51
12511,7841.03
12512,8016.47
12513,7759.22
12514,7896.03
12515,7729.32
12516,7913.86
12517,7819.56
12518,7889.63
12519,8017.01
12520,7905.37
12521,8054.95
12522,7921.62
12523,7912.92
12524,7863.06
12525,7999.54
12526,7936.14
12527,7728.44
12528,7942.07
12529,7932.52
12530,7918.88
12531,7957.0
12532,7929.62
12533,7928.57
12534,7889.71
12535,7919.65
12536,7911.78
12537,8012.23
12538,7933.44
12539,8025.87
12540,7934.96
12541,8025.29
12542,7944.64
12543,8087.97
12544,7987.26
12545,8001.61
12546,7931.89
12547,7979.17
12548,7883.38
12549,7951.7
12550,7942.56
12551,7898.61
12552,7950.01
12553,7869.99
12554,7963.4
12555,7880.99
12556,7936.99
12557,7984.01
12558,7944.13
12559,7955.32
12560,7949.97
12561,7906.08
12562,7930.09
12563,7930.01
12564,7915.4
12565,7933.97
12566,7935.01
12567,7827.01
12568,7893.63
12569,7672.29
12570,7891.39
12571,7718.8
12572,7815.45
12573,7626.48
12574,8020.71
12575,7788.62
12576,7623.29
12577,7666.74
12578,7665.17
12579,7733.0
12580,7673.65
12581,7773.1
12582,7665.05
12583,7825.2
12584,7623.59
12585,7777.39
12586,7651.43
12587,7773.15
12588,7596.99
12589,7784.26
12590,7566.36
12591,7882.81
12592,7583.98
12593,7919.66
12594,7633.82
12595,7905.88
12596,7598.02
12597,7881.98
12598,7643.87
12599,7630.26
12600,7855.36
12601,7989.4
12602,7861.58
12603,8059.99
12604,7879.89
12605,8106.49
12606,7841.61
12607,8090.01
12608,7845.0
12609,8073.11
12610,7877.96
12611,8079.12
12612,7879.62
12613,8063.93
12614,7972.0
12615,8109.47
12616,7974.82
12617,8058.3
12618,7985.55
12619,8037.76
12620,8035.2
12621,8001.7
12622,7877.29
12623,8045.0
12624,8046.25
12625,8054.15
12626,8034.99
12627,8079.49
12628,8011.0
12629,8068.74
12630,8014.9
12631,8049.99
12632,7980.93
12633,8065.51
12634,7971.17
12635,8046.21
12636,7991.39
12637,8021.91
12638,8034.42
12639,8043.74
12640,8092.86
12641,8051.89
12642,8099.8
12643,8083.0
12644,8099.98
12645,8063.81
12646,8005.0
12647,8109.99
12648,8043.17
12649,7994.28
12650,8022.65
12651,8009.31
12652,8003.49
12653,8028.04
12654,8033.13
12655,8002.96
12656,8002.03
12657,7999.01
12658,8001.45
12659,8018.41
12660,7994.2
12661,8566.0
12662,8014.43
12663,8577.33
12664,8006.12
12665,8640.6
12666,7985.0
12667,8678.89
12668,7935.0
12669,8731.72
12670,8054.94
12671,7952.92
12672,8837.78
12673,8809.64
12674,8760.47
12675,8786.84
12676,8770.26
12677,8846.97
12678,8728.95
12679,8702.59
12680,8739.74
12681,8712.32
12682,8760.32
12683,8806.97
12684,8777.39
12685,8812.34
12686,8731.48
12687,8758.21
12688,8758.09
12689,8813.42
12690,8753.75
12691,8812.62
12692,8731.31
12693,8772.29
12694,8888.0
12695,8820.86
12696,8785.56
12697,8664.09
12698,8795.0
12699,8700.0
12700,8793.1
12701,8702.45
12702,8771.87
12703,8659.38
12704,8752.5
12705,8740.01
12706,8718.67
12707,8742.4
12708,8744.96
12709,8696.0
12710,8729.12
12711,8686.0
12712,8722.7
12713,8714.1
12714,8703.48
12715,8704.42
12716,8750.0
12717,8715.36
12718,8760.34
12719,8719.93
12720,8659.96
12721,8732.37
12722,8637.99
12723,8699.79
12724,8638.66
12725,8701.88
12726,8586.59
12727,8727.2
12728,8457.78
12729,8679.85
12730,8499.98
12731,8677.91
12732,8530.02
12733,8699.6
12734,8586.82
12735,8647.13
12736,8624.63
12737,8660.01
12738,8654.01
12739,8671.92
12740,8625.68
12741,8662.44
12742,8683.29
12743,8647.99
12744,8636.94
12745,8705.01
12746,8604.4
12747,8726.98
12748,8690.0
12749,8945.15
12750,8683.92
12751,8667.82
12752,8710.0
12753,8621.0
12754,8708.38
12755,8655.58
12756,8695.36
12757,8620.01
12758,8700.44
12759,8467.86
12760,8705.0
12761,8209.98
12762,8720.96
12763,8270.0
12764,8715.01
12765,8279.69
12766,8680.11
12767,8711.95
12768,8333.09
12769,8422.4
12770,8276.87
12771,8421.24
12772,8271.94
12773,8350.17
12774,8153.58
12775,8386.44
12776,8225.02
12777,8409.58
12778,8279.21
12779,8394.46
12780,8297.99
12781,8444.63
12782,8268.82
12783,8504.5
12784,8293.55
12785,8528.15
12786,8279.51
12787,8512.14
12788,8248.29
12789,8554.06
12790,8304.1
12791,8304.68
12792,8550.96
12793,8520.0
12794,8543.58
12795,8498.24
12796,8543.94
12797,8531.64
12798,8545.46
12799,8567.59
12800,8475.26
12801,8528.34
12802,8522.02
12803,8502.92
12804,8536.35
12805,8537.79
12806,8557.54
12807,8540.0
12808,8576.21
12809,8597.86
12810,8551.48
12811,8584.13
12812,8572.15
12813,8558.95
12814,8580.0
12815,8555.9
12816,8582.65
12817,8692.63
12818,8565.15
12819,8702.84
12820,8560.2
12821,8713.82
12822,8586.54
12823,8699.68
12824,8593.89
12825,8662.01
12826,8583.01
12827,8691.02
12828,8707.97
12829,8682.22
12830,8739.68
12831,8689.41
12832,8717.98
12833,8715.0
12834,8734.1
12835,8744.97
12836,8746.33
12837,8736.55
12838,8570.01
12839,8811.5
12840,8692.59
12841,8439.89
12842,8671.02
12843,8404.63
12844,8679.0
12845,8481.7
12846,8687.05
12847,8536.95
12848,8588.4
12849,8473.71
12850,8522.45
12851,8554.62
12852,8468.0
12853,8561.0
12854,8460.15
12855,8552.79
12856,8471.53
12857,8484.0
12858,8536.39
12859,8475.91
12860,8495.17
12861,8107.96
12862,8676.03
12863,8529.38
12864,7985.0
12865,8000.0
12866,8019.99
12867,7955.0
12868,7886.37
12869,7933.33
12870,7952.99
12871,7912.21
12872,7933.14
12873,7597.58
12874,7842.85
12875,7666.99
12876,7865.04
12877,7602.59
12878,7931.56
12879,7653.72
12880,7935.02
12881,7437.76
12882,7957.04
12883,7646.08
12884,7907.2
12885,7670.96
12886,7955.07
12887,7939.54
12888,7759.31
12889,7781.72
12890,7833.93
12891,7691.87
12892,7797.62
12893,7641.25
12894,7793.91
12895,7755.57
12896,7753.87
12897,7799.62
12898,7753.08
12899,7766.91
12900,7828.3
12901,7792.89
12902,7810.78
12903,7734.86
12904,7806.41
12905,7736.94
12906,7855.05
12907,7788.38
12908,7789.8
12909,7789.48
12910,7750.99
12911,7769.53
12912,7840.54
12913,7742.18
12914,7821.69
12915,7696.77
12916,7865.81
12917,7710.73
12918,7832.6
12919,7715.68
12920,7795.0
12921,7649.56
12922,7814.0
12923,7594.83
12924,7768.17
12925,7599.22
12926,7810.0
12927,7685.08
12928,7774.79
12929,7738.94
12930,7810.48
12931,7733.37
12932,7850.3
12933,7805.0
12934,7800.12
12935,7772.01
12936,7799.54
12937,7983.6
12938,7775.17
12939,7934.31
12940,7807.55
12941,7943.01
12942,7791.19
12943,8068.78
12944,7807.24
12945,8096.0
12946,7928.71
12947,8093.43
12948,7946.01
12949,7970.85
12950,7976.98
12951,7899.53
12952,7958.64
12953,7954.1
12954,7960.59
12955,8028.97
12956,7920.0
12957,7998.13
12958,7787.13
12959,7927.08
12960,7976.4
12961,7973.37
12962,7986.0
12963,7937.32
12964,7960.55
12965,7949.94
12966,7994.43
12967,7854.87
12968,7961.39
12969,7849.01
12970,7920.0
12971,7839.86
12972,7945.01
12973,7840.0
12974,7980.99
12975,7872.0
12976,8002.63
12977,7893.81
12978,7982.69
12979,7948.0
12980,8015.51
12981,7930.14
12982,8046.2
12983,7948.95
12984,7885.6
12985,7760.42
12986,7866.76
12987,7789.24
12988,7891.17
12989,7752.6
12990,7902.0
12991,7647.06
12992,7900.77
12993,7655.99
12994,7894.43
12995,7682.0
12996,7920.01
12997,7752.0
12998,7921.9
12999,7718.23
13000,7900.45
13001,7636.34
13002,7889.49
13003,7591.33
13004,7876.76
13005,7634.58
13006,7896.18
13007,7763.9
13008,7625.34
13009,7952.49
13010,7640.85
13011,7951.59
13012,7667.64
13013,7944.43
13014,7648.97
13015,7939.82
13016,7642.9
13017,7945.7
13018,7700.64
13019,7955.41
13020,7713.47
13021,7983.94
13022,7718.79
13023,7945.82
13024,7707.01
13025,7950.58
13026,7663.6
13027,7951.91
13028,7945.51
13029,8015.69
13030,7610.36
13031,7995.79
13032,7976.01
13033,7813.84
13034,7961.59
13035,7793.15
13036,7971.0
13037,7783.24
13038,7952.44
13039,7865.36
13040,7957.77
13041,7885.31
13042,7934.0
13043,7885.87
13044,7939.43
13045,7894.98
13046,7958.5
13047,7929.91
13048,7935.01
13049,7912.06
13050,7820.0
13051,7908.81
13052,7794.99
13053,7918.17
13054,8002.44
13055,7796.09
13056,7859.21
13057,8016.62
13058,8032.06
13059,8019.88
13060,7996.65
13061,8192.56
13062,7991.01
13063,8180.0
13064,7974.0
13065,8158.49
13066,7953.1
13067,8152.9
13068,8001.89
13069,8171.3
13070,7977.91
13071,8122.97
13072,7965.95
13073,8154.99
13074,7990.18
13075,8160.0
13076,7997.72
13077,8176.02
13078,7834.0
13079,8012.53
13080,8142.22
13081,8157.7
13082,8096.45
13083,8161.66
13084,8124.09
13085,8191.64
13086,8139.22
13087,8173.88
13088,8131.7
13089,8190.0
13090,8121.57
13091,8275.29
13092,8132.39
13093,8243.12
13094,8131.76
13095,8263.18
13096,8108.17
13097,8316.8
13098,8099.11
13099,8255.26
13100,8122.79
13101,8239.04
13102,8167.97
13103,8111.87
13104,8194.38
13105,8405.0
13106,8203.0
13107,8400.99
13108,8209.88
13109,8414.51
13110,8242.99
13111,8366.04
13112,8230.01
13113,8397.81
13114,8228.59
13115,8413.58
13116,8266.14
13117,8410.0
13118,8295.03
13119,8454.9
13120,8300.4
13121,8623.78
13122,8294.83
13123,8669.89
13124,8275.55
13125,8697.46
13126,8222.58
13127,8360.0
13128,8630.37
13129,8656.32
13130,8662.13
13131,8700.0
13132,8645.63
13133,8796.0
13134,8655.61
13135,8859.83
13136,8709.22
13137,8826.73
13138,8689.2
13139,8825.94
13140,8704.26
13141,8857.41
13142,8692.11
13143,8801.64
13144,8660.67
13145,8825.05
13146,8676.35
13147,8835.35
13148,8670.01
13149,8860.23
13150,8635.36
13151,8645.01
13152,8954.41
13153,9236.99
13154,8974.71
13155,9255.12
13156,9010.0
13157,9243.22
13158,9101.0
13159,9189.01
13160,9332.13
13161,9047.37
13162,9327.48
13163,9055.63
13164,9305.11
13165,8922.0
13166,9061.73
13167,8934.73
13168,9071.79
13169,9037.07
13170,9107.2
13171,9065.57
13172,9119.98
13173,8975.0
13174,8829.99
13175,9072.12
13176,9133.99
13177,9280.54
13178,9089.95
13179,9399.55
13180,9175.0
13181,9192.38
13182,9185.0
13183,9219.99
13184,9170.01
13185,9253.79
13186,9142.71
13187,9279.2
13188,9158.01
13189,9307.09
13190,9205.08
13191,9267.0
13192,9186.76
13193,9291.06
13194,9282.06
13195,9354.93
13196,9299.92
13197,9333.14
13198,9186.36
13199,9298.71
13200,9300.44
13201,9180.01
13202,9256.45
13203,9112.03
13204,9265.0
13205,9081.46
13206,9261.02
13207,8990.96
13208,9155.23
13209,9050.0
13210,9182.37
13211,9113.59
13212,9123.0
13213,9070.4
13214,9175.91
13215,9126.22
13216,9223.19
13217,9022.33
13218,9228.51
13219,9006.87
13220,9177.07
13221,9078.48
13222,9295.46
13223,9170.31
13224,9134.75
13225,9132.4
13226,9146.02
13227,9075.19
13228,9139.0
13229,9098.01
13230,9167.0
13231,9134.48
13232,9173.06
13233,9140.54
13234,9155.05
13235,9112.81
13236,9178.21
13237,9150.01
13238,9165.6
13239,9168.79
13240,9112.9
13241,9236.14
13242,9133.17
13243,9257.1
13244,9133.88
13245,9277.54
13246,9169.3
13247,9080.14
13248,9265.26
13249,9320.0
13250,9342.24
13251,9320.0
13252,9338.05
13253,9320.0
13254,9311.84
13255,9368.09
13256,9295.18
13257,9365.75
13258,9293.88
13259,9431.38
13260,9275.64
13261,9530.0
13262,9232.22
13263,9561.0
13264,9232.83
13265,9520.56
13266,9244.99
13267,9552.38
13268,9270.03
13269,9531.21
13270,9260.95
13271,9276.68
13272,9735.01
13273,9767.95
13274,9709.06
13275,9825.84
13276,9749.99
13277,9805.1
13278,9742.27
13279,9872.49
13280,9751.0
13281,9924.02
13282,9690.01
13283,9928.03
13284,9749.91
13285,9908.0
13286,9727.01
13287,9941.4
13288,9792.34
13289,9920.01
13290,9785.56
13291,9913.69
13292,9842.06
13293,10236.2
13294,9585.0
13295,9835.87
13296,10487.0
13297,11127.59
13298,10730.01
13299,10782.87
13300,10571.04
13301,10816.84
13302,10647.83
13303,10907.09
13304,10730.02
13305,10699.99
13306,10757.0
13307,10626.54
13308,10667.01
13309,10670.26
13310,10813.52
13311,10610.01
13312,10934.09
13313,10575.62
13314,10919.52
13315,10486.4
13316,10877.92
